model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka,rsa,cka
MODEL_A,layer4-1,NSD,subj07,VWFA-1,,,,,,,0.2512473486718311,0.2114600586981407
MODEL_A,layer4-1,NSD,subj08,VWFA-1,,,,,,,0.1014444878847412,0.0546357021702743
MODEL_A,layer4-1,NSD,subj01,PPA,,,,,,,0.289118726950997,0.1985347380573859
MODEL_A,layer4-1,NSD,subj02,PPA,,,,,,,0.2658221206803542,0.2329907773919717
MODEL_A,layer4-1,NSD,subj03,PPA,,,,,,,0.2245077732800171,0.2128318478538752
MODEL_A,layer4-1,NSD,subj04,PPA,,,,,,,0.1982878840555912,0.1957416547927923
MODEL_A,layer4-1,NSD,subj05,PPA,,,,,,,0.288140785087052,0.272599476751708
MODEL_A,layer4-1,NSD,subj06,PPA,,,,,,,0.2469627534918381,0.1730555857929103
MODEL_A,layer4-1,NSD,subj07,PPA,,,,,,,0.2400142487758257,0.1707715871393225
MODEL_A,layer4-1,NSD,subj08,PPA,,,,,,,0.192474993139313,0.1559677468259405
MODEL_A,layer4-1,NSD,subj01,OPA,,,,,,,0.2740502915240375,0.1617529931629998
MODEL_A,layer4-1,NSD,subj02,OPA,,,,,,,0.2625459632913478,0.2081887271441437
MODEL_A,layer4-1,NSD,subj03,OPA,,,,,,,0.1797247599579509,0.1475610867989023
MODEL_A,layer4-1,NSD,subj04,OPA,,,,,,,0.1815201385515014,0.1319427623403217
MODEL_A,layer4-1,NSD,subj05,OPA,,,,,,,0.2550044991878499,0.2294868968679221
MODEL_A,layer4-1,NSD,subj06,OPA,,,,,,,0.1816036836384673,0.1156005413590749
MODEL_A,layer4-1,NSD,subj07,OPA,,,,,,,0.2339605446259045,0.1574320906300711
MODEL_A,layer4-1,NSD,subj08,OPA,,,,,,,0.1639196970074912,0.0949909621153287
MODEL_A,layer4-1,NSD,subj01,EBA,,,,,,,0.2395311569510202,0.244779205822202
MODEL_A,layer4-1,NSD,subj02,EBA,,,,,,,0.2478209092499413,0.2590885993015631
MODEL_A,layer4-1,NSD,subj03,EBA,,,,,,,0.2280768520075927,0.2030617916012467
MODEL_A,layer4-1,NSD,subj04,EBA,,,,,,,0.2093128220679253,0.1967113951601793
MODEL_A,layer4-1,NSD,subj05,EBA,,,,,,,0.2584212365727185,0.2610109663025695
MODEL_A,layer4-1,NSD,subj06,EBA,,,,,,,0.2003690055984386,0.1666040138285982
MODEL_A,layer4-1,NSD,subj07,EBA,,,,,,,0.2386081900669131,0.2158224790706158
MODEL_A,layer4-1,NSD,subj08,EBA,,,,,,,0.158313681591089,0.1340187853977325
MODEL_B,language_model-layers-3,NSD,subj01,V1v,,,,,,,0.0977749132347901,0.1153011772037232
MODEL_B,language_model-layers-3,NSD,subj02,V1v,,,,,,,0.1040461676955075,0.1375804718612143
MODEL_B,language_model-layers-3,NSD,subj03,V1v,,,,,,,0.0734372731461864,0.0875953289168307
MODEL_B,language_model-layers-3,NSD,subj04,V1v,,,,,,,0.105139076731059,0.1251722755225885
MODEL_B,language_model-layers-3,NSD,subj05,V1v,,,,,,,0.0951619039382885,0.1109967622123636
MODEL_B,language_model-layers-3,NSD,subj06,V1v,,,,,,,0.0895069225718585,0.1059588000810481
MODEL_B,language_model-layers-3,NSD,subj07,V1v,,,,,,,0.0840790859219518,0.0990758360456478
MODEL_B,language_model-layers-3,NSD,subj08,V1v,,,,,,,0.0706409964626616,0.0904040378540519
MODEL_B,language_model-layers-3,NSD,subj01,V2v,,,,,,,0.1157877214779451,0.1507629315969477
MODEL_B,language_model-layers-3,NSD,subj02,V2v,,,,,,,0.1252815172884972,0.1880948524690933
MODEL_B,language_model-layers-3,NSD,subj03,V2v,,,,,,,0.0991436580569504,0.1222032232590365
MODEL_B,language_model-layers-3,NSD,subj04,V2v,,,,,,,0.1166646395045786,0.1528466570746759
MODEL_B,language_model-layers-3,NSD,subj05,V2v,,,,,,,0.1116936237089432,0.1656327159621784
MODEL_B,language_model-layers-3,NSD,subj06,V2v,,,,,,,0.0933996040452633,0.1397257003672259
MODEL_B,language_model-layers-3,NSD,subj07,V2v,,,,,,,0.0978470906235838,0.132551745679599
MODEL_B,language_model-layers-3,NSD,subj08,V2v,,,,,,,0.0921137945887796,0.1319775394061594
MODEL_B,language_model-layers-3,NSD,subj01,V3v,,,,,,,0.1459753261696519,0.1854303266290515
MODEL_B,language_model-layers-3,NSD,subj02,V3v,,,,,,,0.1331536935486903,0.2084750762893229
MODEL_B,language_model-layers-3,NSD,subj03,V3v,,,,,,,0.0913345924002562,0.1131518487646248
MODEL_B,language_model-layers-3,NSD,subj04,V3v,,,,,,,0.1009299940092822,0.150942898978168
MODEL_B,language_model-layers-3,NSD,subj05,V3v,,,,,,,0.1176229537305312,0.190986047655443
MODEL_B,language_model-layers-3,NSD,subj06,V3v,,,,,,,0.1134445617856577,0.1596632295618836
MODEL_B,language_model-layers-3,NSD,subj07,V3v,,,,,,,0.1030537326542476,0.1401018932508441
MODEL_B,language_model-layers-3,NSD,subj08,V3v,,,,,,,0.0807166961521479,0.1273824505248841
MODEL_B,language_model-layers-3,NSD,subj01,hV4,,,,,,,0.1507741651006239,0.1806722729715779
MODEL_B,language_model-layers-3,NSD,subj02,hV4,,,,,,,0.124678690925475,0.2016063912438527
MODEL_B,language_model-layers-3,NSD,subj03,hV4,,,,,,,0.0992287705550943,0.1117914107266291
MODEL_B,language_model-layers-3,NSD,subj04,hV4,,,,,,,0.098305712762295,0.1205819140004163
MODEL_B,language_model-layers-3,NSD,subj05,hV4,,,,,,,0.1192952110522338,0.1664827586482669
MODEL_B,language_model-layers-3,NSD,subj06,hV4,,,,,,,0.0826630960188679,0.0915859952474114
MODEL_B,language_model-layers-3,NSD,subj07,hV4,,,,,,,0.0916531613138013,0.1249490757258205
MODEL_B,language_model-layers-3,NSD,subj08,hV4,,,,,,,0.1067324628922496,0.1463657304037929
MODEL_B,language_model-layers-3,NSD,subj01,FFA-1,,,,,,,0.144504692634151,0.1785821289686209
MODEL_B,language_model-layers-3,NSD,subj02,FFA-1,,,,,,,0.1130784935595741,0.1506836307496972
MODEL_B,language_model-layers-3,NSD,subj03,FFA-1,,,,,,,0.1246490705660866,0.148677914019761
MODEL_B,language_model-layers-3,NSD,subj04,FFA-1,,,,,,,0.1146983961834659,0.132163855180897
MODEL_B,language_model-layers-3,NSD,subj05,FFA-1,,,,,,,0.1439307780766857,0.1809382706979981
MODEL_B,language_model-layers-3,NSD,subj06,FFA-1,,,,,,,0.0964198603128319,0.1310682595736229
MODEL_B,language_model-layers-3,NSD,subj07,FFA-1,,,,,,,0.1304890286096704,0.1345552052176266
MODEL_B,language_model-layers-3,NSD,subj08,FFA-1,,,,,,,0.1166876116554705,0.1063527422749619
MODEL_B,language_model-layers-3,NSD,subj01,VWFA-1,,,,,,,0.1201377541242324,0.139106195608293
MODEL_B,language_model-layers-3,NSD,subj02,VWFA-1,,,,,,,0.1404174055960348,0.1910302790596393
MODEL_B,language_model-layers-3,NSD,subj03,VWFA-1,,,,,,,0.0880058401573012,0.0794917538469374
MODEL_B,language_model-layers-3,NSD,subj04,VWFA-1,,,,,,,0.1172731212875991,0.0774993284560912
MODEL_B,language_model-layers-3,NSD,subj05,VWFA-1,,,,,,,0.1899618989497288,0.1779154126802746
MODEL_B,language_model-layers-3,NSD,subj06,VWFA-1,,,,,,,0.1099374951463442,0.0975239576449372
MODEL_B,language_model-layers-3,NSD,subj07,VWFA-1,,,,,,,0.175149533222632,0.1920650885086801
MODEL_B,language_model-layers-3,NSD,subj08,VWFA-1,,,,,,,0.0722964323905679,0.0527831856633699
MODEL_B,language_model-layers-3,NSD,subj01,PPA,,,,,,,0.1820577912035487,0.230918921713681
MODEL_B,language_model-layers-3,NSD,subj02,PPA,,,,,,,0.2027903192412582,0.2897003330801809
MODEL_B,language_model-layers-3,NSD,subj03,PPA,,,,,,,0.1939313486454773,0.2526174806754949
MODEL_B,language_model-layers-3,NSD,subj04,PPA,,,,,,,0.1512964585500066,0.2370543818712997
MODEL_B,language_model-layers-3,NSD,subj05,PPA,,,,,,,0.2242381525192372,0.3205275761908587
MODEL_B,language_model-layers-3,NSD,subj06,PPA,,,,,,,0.1658490315803623,0.2008368637286247
MODEL_B,language_model-layers-3,NSD,subj07,PPA,,,,,,,0.1775563404770189,0.1970513747836464
MODEL_B,language_model-layers-3,NSD,subj08,PPA,,,,,,,0.1470285770447051,0.1883091893074943
MODEL_B,language_model-layers-3,NSD,subj01,OPA,,,,,,,0.1767769689635725,0.1787213023638282
MODEL_B,language_model-layers-3,NSD,subj02,OPA,,,,,,,0.1934785297143594,0.2269214682920767
MODEL_B,language_model-layers-3,NSD,subj03,OPA,,,,,,,0.1447090407870041,0.1663839047897191
MODEL_B,language_model-layers-3,NSD,subj04,OPA,,,,,,,0.1225711987753823,0.1560611493701796
MODEL_B,language_model-layers-3,NSD,subj05,OPA,,,,,,,0.1985785998423121,0.272434947297197
MODEL_B,language_model-layers-3,NSD,subj06,OPA,,,,,,,0.1151312540595421,0.1263213798139068
MODEL_B,language_model-layers-3,NSD,subj07,OPA,,,,,,,0.1543521618615786,0.1646328184008043
MODEL_B,language_model-layers-3,NSD,subj08,OPA,,,,,,,0.1200509184784391,0.1065326235968912
MODEL_B,language_model-layers-3,NSD,subj01,EBA,,,,,,,0.1634622098498633,0.2263628750661647
MODEL_B,language_model-layers-3,NSD,subj02,EBA,,,,,,,0.1754183281803977,0.2467239950575609
MODEL_B,language_model-layers-3,NSD,subj03,EBA,,,,,,,0.165277549198331,0.1900796282064693
MODEL_B,language_model-layers-3,NSD,subj04,EBA,,,,,,,0.1341981201706763,0.1756107693189929
MODEL_B,language_model-layers-3,NSD,subj05,EBA,,,,,,,0.1773821965054356,0.2438563550660442
MODEL_B,language_model-layers-3,NSD,subj06,EBA,,,,,,,0.1301005363791794,0.1461349627713972
MODEL_B,language_model-layers-3,NSD,subj07,EBA,,,,,,,0.1433229389477124,0.1984955331477972
MODEL_B,language_model-layers-3,NSD,subj08,EBA,,,,,,,0.1110607713767068,0.12121450614038
MODEL_B,language_model-layers-8,NSD,subj01,V1v,,,,,,,0.0999645678703112,0.1155592775153235
MODEL_B,language_model-layers-8,NSD,subj02,V1v,,,,,,,0.1068531526892352,0.1349731543407691
MODEL_B,language_model-layers-8,NSD,subj03,V1v,,,,,,,0.0773848806953489,0.0882964462167135
MODEL_B,language_model-layers-8,NSD,subj04,V1v,,,,,,,0.1034823895059824,0.1216531059011209
MODEL_B,language_model-layers-8,NSD,subj05,V1v,,,,,,,0.0953763168877458,0.1100507472902279
MODEL_B,language_model-layers-8,NSD,subj06,V1v,,,,,,,0.0937881958094055,0.1043461731965266
MODEL_B,language_model-layers-8,NSD,subj07,V1v,,,,,,,0.0885089052593538,0.0985186329664331
MODEL_B,language_model-layers-8,NSD,subj08,V1v,,,,,,,0.0725018898977031,0.0917014655815737
MODEL_B,language_model-layers-8,NSD,subj01,V2v,,,,,,,0.1200783289710737,0.1470809691600431
MODEL_B,language_model-layers-8,NSD,subj02,V2v,,,,,,,0.1277897486716544,0.1813855209663602
MODEL_B,language_model-layers-8,NSD,subj03,V2v,,,,,,,0.1014666757722882,0.1201931900842666
MODEL_B,language_model-layers-8,NSD,subj04,V2v,,,,,,,0.1133676331664062,0.1472877856479232
MODEL_B,language_model-layers-8,NSD,subj05,V2v,,,,,,,0.1156961126189852,0.1605395105990504
MODEL_B,language_model-layers-8,NSD,subj06,V2v,,,,,,,0.0982156778108362,0.1352899717203407
MODEL_B,language_model-layers-8,NSD,subj07,V2v,,,,,,,0.1039777107279415,0.1293615279011636
MODEL_B,language_model-layers-8,NSD,subj08,V2v,,,,,,,0.0946359700736119,0.1282751380726605
MODEL_B,language_model-layers-8,NSD,subj01,V3v,,,,,,,0.1496917680771413,0.1778337417512347
MODEL_B,language_model-layers-8,NSD,subj02,V3v,,,,,,,0.1380555093687751,0.1978825551409176
MODEL_B,language_model-layers-8,NSD,subj03,V3v,,,,,,,0.0934759580230306,0.1079286068388876
MODEL_B,language_model-layers-8,NSD,subj04,V3v,,,,,,,0.1032583884357109,0.1441671999127058
MODEL_B,language_model-layers-8,NSD,subj05,V3v,,,,,,,0.1202266308641929,0.1821745940937744
MODEL_B,language_model-layers-8,NSD,subj06,V3v,,,,,,,0.1160440525121188,0.1525599531130483
MODEL_B,language_model-layers-8,NSD,subj07,V3v,,,,,,,0.1083048690407516,0.1341288322264299
MODEL_B,language_model-layers-8,NSD,subj08,V3v,,,,,,,0.0826181646696664,0.1215948735109557
MODEL_B,language_model-layers-8,NSD,subj01,hV4,,,,,,,0.1534181590128557,0.1747967996496478
MODEL_B,language_model-layers-8,NSD,subj02,hV4,,,,,,,0.1329294858906611,0.1933607278765851
MODEL_B,language_model-layers-8,NSD,subj03,hV4,,,,,,,0.1016902286968182,0.1078346580483609
MODEL_B,language_model-layers-8,NSD,subj04,hV4,,,,,,,0.1018149449679268,0.1166054135375169
MODEL_B,language_model-layers-8,NSD,subj05,hV4,,,,,,,0.1243663994556999,0.1642672936454621
MODEL_B,language_model-layers-8,NSD,subj06,hV4,,,,,,,0.0875352137034179,0.0899110537439338
MODEL_B,language_model-layers-8,NSD,subj07,hV4,,,,,,,0.0968392029088244,0.1210199042443497
MODEL_B,language_model-layers-8,NSD,subj08,hV4,,,,,,,0.1058564222785036,0.1415203083692381
MODEL_B,language_model-layers-8,NSD,subj01,FFA-1,,,,,,,0.1478324917672845,0.1738588826091094
MODEL_B,language_model-layers-8,NSD,subj02,FFA-1,,,,,,,0.1224250276512813,0.1489383758141892
MODEL_B,language_model-layers-8,NSD,subj03,FFA-1,,,,,,,0.1293034009916783,0.1466537134733788
MODEL_B,language_model-layers-8,NSD,subj04,FFA-1,,,,,,,0.1200386229134675,0.1298420568952058
MODEL_B,language_model-layers-8,NSD,subj05,FFA-1,,,,,,,0.1504887482070391,0.1777957485013445
MODEL_B,language_model-layers-8,NSD,subj06,FFA-1,,,,,,,0.1015696061187762,0.1273160502852711
MODEL_B,language_model-layers-8,NSD,subj07,FFA-1,,,,,,,0.13716824216535,0.1318230040540802
MODEL_B,language_model-layers-8,NSD,subj08,FFA-1,,,,,,,0.1175447417278956,0.106240786323772
MODEL_B,language_model-layers-8,NSD,subj01,VWFA-1,,,,,,,0.1294119657081987,0.1354869327995625
MODEL_B,language_model-layers-8,NSD,subj02,VWFA-1,,,,,,,0.1411297402272059,0.1870233641175328
MODEL_B,language_model-layers-8,NSD,subj03,VWFA-1,,,,,,,0.0887278910316688,0.0800160570696994
MODEL_B,language_model-layers-8,NSD,subj04,VWFA-1,,,,,,,0.1193016574319878,0.0763914878562182
MODEL_B,language_model-layers-8,NSD,subj05,VWFA-1,,,,,,,0.189757671112823,0.174387318672461
MODEL_B,language_model-layers-8,NSD,subj06,VWFA-1,,,,,,,0.1163889114840435,0.095688571122332
MODEL_B,language_model-layers-8,NSD,subj07,VWFA-1,,,,,,,0.1698711188918545,0.1833788229704782
MODEL_B,language_model-layers-8,NSD,subj08,VWFA-1,,,,,,,0.0737004376190646,0.0535910025281543
MODEL_B,language_model-layers-8,NSD,subj01,PPA,,,,,,,0.1835854595777268,0.2269641381601981
MODEL_B,language_model-layers-8,NSD,subj02,PPA,,,,,,,0.2068062677895391,0.2818578262374293
MODEL_B,language_model-layers-8,NSD,subj03,PPA,,,,,,,0.1874432697774956,0.2417875636295586
MODEL_B,language_model-layers-8,NSD,subj04,PPA,,,,,,,0.1553009610339907,0.2275926387445479
MODEL_B,language_model-layers-8,NSD,subj05,PPA,,,,,,,0.2238956245327156,0.3041093090538773
MODEL_B,language_model-layers-8,NSD,subj06,PPA,,,,,,,0.1679721671069035,0.1943583397920219
MODEL_B,language_model-layers-8,NSD,subj07,PPA,,,,,,,0.1791179684609589,0.1934320965335867
MODEL_B,language_model-layers-8,NSD,subj08,PPA,,,,,,,0.1465452230966958,0.1820274692307424
MODEL_B,language_model-layers-8,NSD,subj01,OPA,,,,,,,0.1787916606059703,0.1721791001609213
MODEL_B,language_model-layers-8,NSD,subj02,OPA,,,,,,,0.1995053176991512,0.2173888770253367
MODEL_B,language_model-layers-8,NSD,subj03,OPA,,,,,,,0.1426304906712757,0.1593047993253557
MODEL_B,language_model-layers-8,NSD,subj04,OPA,,,,,,,0.1274070677178048,0.1504068020314321
MODEL_B,language_model-layers-8,NSD,subj05,OPA,,,,,,,0.2040000984273081,0.2603964561301555
MODEL_B,language_model-layers-8,NSD,subj06,OPA,,,,,,,0.119177651929243,0.1216930585338682
MODEL_B,language_model-layers-8,NSD,subj07,OPA,,,,,,,0.1590433915623293,0.1609142386834036
MODEL_B,language_model-layers-8,NSD,subj08,OPA,,,,,,,0.1169738381465854,0.1029868646668012
MODEL_B,language_model-layers-8,NSD,subj01,EBA,,,,,,,0.1685125589581209,0.2166677071048594
MODEL_B,language_model-layers-8,NSD,subj02,EBA,,,,,,,0.1789497455188857,0.2373341038810602
MODEL_B,language_model-layers-8,NSD,subj03,EBA,,,,,,,0.1650965354036663,0.1839102476681697
MODEL_B,language_model-layers-8,NSD,subj04,EBA,,,,,,,0.139559692136805,0.1691767229650351
MODEL_B,language_model-layers-8,NSD,subj05,EBA,,,,,,,0.1825782681197107,0.2344784734302991
MODEL_B,language_model-layers-8,NSD,subj06,EBA,,,,,,,0.1342459578310852,0.140159727050539
MODEL_B,language_model-layers-8,NSD,subj07,EBA,,,,,,,0.1485339441443233,0.1890416050091945
MODEL_B,language_model-layers-8,NSD,subj08,EBA,,,,,,,0.1091098055739758,0.1178887614475125
MODEL_B,language_model-layers-11,NSD,subj01,V1v,,,,,,,0.0959089610597456,0.1159666186538371
MODEL_B,language_model-layers-11,NSD,subj02,V1v,,,,,,,0.1019769063038319,0.1376379916847409
MODEL_B,language_model-layers-11,NSD,subj03,V1v,,,,,,,0.0756024378159815,0.0905128248341309
MODEL_B,language_model-layers-11,NSD,subj04,V1v,,,,,,,0.0946727324228439,0.125208008508414
MODEL_B,language_model-layers-11,NSD,subj05,V1v,,,,,,,0.0863991565129349,0.1139311727134508
MODEL_B,language_model-layers-11,NSD,subj06,V1v,,,,,,,0.0889888272775149,0.1048105869636822
MODEL_B,language_model-layers-11,NSD,subj07,V1v,,,,,,,0.0877114696525399,0.0999723472975131
MODEL_B,language_model-layers-11,NSD,subj08,V1v,,,,,,,0.0674311408541834,0.0943933189049229
MODEL_B,language_model-layers-11,NSD,subj01,V2v,,,,,,,0.1184626457703955,0.1483348978696153
MODEL_B,language_model-layers-11,NSD,subj02,V2v,,,,,,,0.1193499034746751,0.1850981628820691
MODEL_B,language_model-layers-11,NSD,subj03,V2v,,,,,,,0.0974532915698873,0.1230070899890877
MODEL_B,language_model-layers-11,NSD,subj04,V2v,,,,,,,0.1060190745069046,0.1497213454528259
MODEL_B,language_model-layers-11,NSD,subj05,V2v,,,,,,,0.1109122564942667,0.1652611675708997
MODEL_B,language_model-layers-11,NSD,subj06,V2v,,,,,,,0.0947960444432656,0.1371732922272497
MODEL_B,language_model-layers-11,NSD,subj07,V2v,,,,,,,0.1028987683291471,0.132149530210462
MODEL_B,language_model-layers-11,NSD,subj08,V2v,,,,,,,0.0894886204423539,0.1317810885265636
MODEL_B,language_model-layers-11,NSD,subj01,V3v,,,,,,,0.1417098027836623,0.1805301469236771
MODEL_B,language_model-layers-11,NSD,subj02,V3v,,,,,,,0.1359255458157618,0.2004776732382285
MODEL_B,language_model-layers-11,NSD,subj03,V3v,,,,,,,0.0904802695077311,0.1109329485396877
MODEL_B,language_model-layers-11,NSD,subj04,V3v,,,,,,,0.1028187759380742,0.1481611849683141
MODEL_B,language_model-layers-11,NSD,subj05,V3v,,,,,,,0.1141839901314338,0.1862051864409551
MODEL_B,language_model-layers-11,NSD,subj06,V3v,,,,,,,0.1117248183601006,0.153548754573892
MODEL_B,language_model-layers-11,NSD,subj07,V3v,,,,,,,0.1057568079401346,0.1368087320605321
MODEL_B,language_model-layers-11,NSD,subj08,V3v,,,,,,,0.0766090541473168,0.1257537728680089
MODEL_B,language_model-layers-11,NSD,subj01,hV4,,,,,,,0.1469284634040598,0.1794851987548724
MODEL_B,language_model-layers-11,NSD,subj02,hV4,,,,,,,0.1379410279635665,0.2008185240004975
MODEL_B,language_model-layers-11,NSD,subj03,hV4,,,,,,,0.1014477559147233,0.111447606366876
MODEL_B,language_model-layers-11,NSD,subj04,hV4,,,,,,,0.100489253641882,0.1204590233981115
MODEL_B,language_model-layers-11,NSD,subj05,hV4,,,,,,,0.1254464845719853,0.172188051748085
MODEL_B,language_model-layers-11,NSD,subj06,hV4,,,,,,,0.0880994209972464,0.093432861192929
MODEL_B,language_model-layers-11,NSD,subj07,hV4,,,,,,,0.0969198472836704,0.1264538651626366
MODEL_B,language_model-layers-11,NSD,subj08,hV4,,,,,,,0.0982076273199333,0.14791051601921
MODEL_B,language_model-layers-11,NSD,subj01,FFA-1,,,,,,,0.1512639494338849,0.1794019531649687
MODEL_B,language_model-layers-11,NSD,subj02,FFA-1,,,,,,,0.1334406789422799,0.1534333124183209
MODEL_B,language_model-layers-11,NSD,subj03,FFA-1,,,,,,,0.1314913847552168,0.1516910947455208
MODEL_B,language_model-layers-11,NSD,subj04,FFA-1,,,,,,,0.1226462218747244,0.1324805030404343
MODEL_B,language_model-layers-11,NSD,subj05,FFA-1,,,,,,,0.1567137701309103,0.18103414291162
MODEL_B,language_model-layers-11,NSD,subj06,FFA-1,,,,,,,0.1019365292818728,0.1311144867313796
MODEL_B,language_model-layers-11,NSD,subj07,FFA-1,,,,,,,0.1424472317095818,0.1360157747875217
MODEL_B,language_model-layers-11,NSD,subj08,FFA-1,,,,,,,0.1208695236165107,0.1086617284409567
MODEL_B,language_model-layers-11,NSD,subj01,VWFA-1,,,,,,,0.1414752568270846,0.1362474639949676
MODEL_B,language_model-layers-11,NSD,subj02,VWFA-1,,,,,,,0.1387155939069414,0.1888808679892382
MODEL_B,language_model-layers-11,NSD,subj03,VWFA-1,,,,,,,0.0913152834488453,0.0837899396567694
MODEL_B,language_model-layers-11,NSD,subj04,VWFA-1,,,,,,,0.1165529826270157,0.0789490016726124
MODEL_B,language_model-layers-11,NSD,subj05,VWFA-1,,,,,,,0.1859774745726408,0.1768793007896615
MODEL_B,language_model-layers-11,NSD,subj06,VWFA-1,,,,,,,0.1238689415422352,0.0977473906916711
MODEL_B,language_model-layers-11,NSD,subj07,VWFA-1,,,,,,,0.1605632822298426,0.1876972670949719
MODEL_B,language_model-layers-11,NSD,subj08,VWFA-1,,,,,,,0.0798540516709452,0.053607537812435
MODEL_B,language_model-layers-11,NSD,subj01,PPA,,,,,,,0.1746296914758089,0.2156345105149177
MODEL_B,language_model-layers-11,NSD,subj02,PPA,,,,,,,0.1919141839707554,0.2646006417462869
MODEL_B,language_model-layers-11,NSD,subj03,PPA,,,,,,,0.1565500728946018,0.2224225491878493
MODEL_B,language_model-layers-11,NSD,subj04,PPA,,,,,,,0.1445421298862481,0.2171781542013083
MODEL_B,language_model-layers-11,NSD,subj05,PPA,,,,,,,0.2020541920697648,0.2870001464310062
MODEL_B,language_model-layers-11,NSD,subj06,PPA,,,,,,,0.1577804589769801,0.1864660438264187
MODEL_B,language_model-layers-11,NSD,subj07,PPA,,,,,,,0.1581288992618937,0.1794457595812987
MODEL_B,language_model-layers-11,NSD,subj08,PPA,,,,,,,0.1346765541004758,0.1768589768034933
MODEL_B,language_model-layers-11,NSD,subj01,OPA,,,,,,,0.176377644997268,0.1709244958559732
MODEL_B,language_model-layers-11,NSD,subj02,OPA,,,,,,,0.192040623471678,0.2088836433872679
MODEL_B,language_model-layers-11,NSD,subj03,OPA,,,,,,,0.1306549909115609,0.1519711384173301
MODEL_B,language_model-layers-11,NSD,subj04,OPA,,,,,,,0.1277487543698422,0.147381673995668
MODEL_B,language_model-layers-11,NSD,subj05,OPA,,,,,,,0.1931574141217971,0.2500743226014742
MODEL_B,language_model-layers-11,NSD,subj06,OPA,,,,,,,0.1195582838642561,0.1211276373846248
MODEL_B,language_model-layers-11,NSD,subj07,OPA,,,,,,,0.1574279371379538,0.1573839674535107
MODEL_B,language_model-layers-11,NSD,subj08,OPA,,,,,,,0.1086268676355962,0.1018151580030751
MODEL_B,language_model-layers-11,NSD,subj01,EBA,,,,,,,0.1726047051337908,0.217875007417895
MODEL_B,language_model-layers-11,NSD,subj02,EBA,,,,,,,0.1764599212980206,0.2375192984555684
MODEL_B,language_model-layers-11,NSD,subj03,EBA,,,,,,,0.1604471953874152,0.1873848700971714
MODEL_B,language_model-layers-11,NSD,subj04,EBA,,,,,,,0.140706234258726,0.1693515298648827
MODEL_B,language_model-layers-11,NSD,subj05,EBA,,,,,,,0.1840093037009691,0.2341221348671421
MODEL_B,language_model-layers-11,NSD,subj06,EBA,,,,,,,0.1327886598029772,0.1424565915289008
MODEL_B,language_model-layers-11,NSD,subj07,EBA,,,,,,,0.1527922868858678,0.1913349996542312
MODEL_B,language_model-layers-11,NSD,subj08,EBA,,,,,,,0.1023603630226756,0.1175079627206307
MODEL_B,language_model-layers-16,NSD,subj01,V1v,,,,,,,0.0959027749357771,0.121408623430278
MODEL_B,language_model-layers-16,NSD,subj02,V1v,,,,,,,0.0989770875700871,0.1425069541085568
MODEL_B,language_model-layers-16,NSD,subj03,V1v,,,,,,,0.0736058564121066,0.0951778692738296
MODEL_B,language_model-layers-16,NSD,subj04,V1v,,,,,,,0.0995865380198787,0.1312253989579609
MODEL_B,language_model-layers-16,NSD,subj05,V1v,,,,,,,0.0895997615661678,0.1241150484880528
MODEL_B,language_model-layers-16,NSD,subj06,V1v,,,,,,,0.0893563328302528,0.1105305431643368
MODEL_B,language_model-layers-16,NSD,subj07,V1v,,,,,,,0.0872519718872386,0.1043544163512859
MODEL_B,language_model-layers-16,NSD,subj08,V1v,,,,,,,0.0710955327600357,0.102312967832639
MODEL_B,language_model-layers-16,NSD,subj01,V2v,,,,,,,0.1164585280292351,0.1548036980497449
MODEL_B,language_model-layers-16,NSD,subj02,V2v,,,,,,,0.1210307125517957,0.1934698678975172
MODEL_B,language_model-layers-16,NSD,subj03,V2v,,,,,,,0.0987787588457289,0.1311100566712243
MODEL_B,language_model-layers-16,NSD,subj04,V2v,,,,,,,0.1123210062465952,0.1587757061002698
MODEL_B,language_model-layers-16,NSD,subj05,V2v,,,,,,,0.1111222934972761,0.1783460102339258
MODEL_B,language_model-layers-16,NSD,subj06,V2v,,,,,,,0.0946365084114534,0.1423405514475607
MODEL_B,language_model-layers-16,NSD,subj07,V2v,,,,,,,0.1004775196790712,0.1381710501570048
MODEL_B,language_model-layers-16,NSD,subj08,V2v,,,,,,,0.0912591963272635,0.1426243713787358
MODEL_B,language_model-layers-16,NSD,subj01,V3v,,,,,,,0.1436691449161951,0.1878198045488356
MODEL_B,language_model-layers-16,NSD,subj02,V3v,,,,,,,0.1313840391525245,0.2090023779879452
MODEL_B,language_model-layers-16,NSD,subj03,V3v,,,,,,,0.0931307188239975,0.1169026494759711
MODEL_B,language_model-layers-16,NSD,subj04,V3v,,,,,,,0.1046046321700764,0.1520367021013407
MODEL_B,language_model-layers-16,NSD,subj05,V3v,,,,,,,0.1155902900827114,0.1971349408057867
MODEL_B,language_model-layers-16,NSD,subj06,V3v,,,,,,,0.1119271594569899,0.1575774488972733
MODEL_B,language_model-layers-16,NSD,subj07,V3v,,,,,,,0.105764396948798,0.1406669830536396
MODEL_B,language_model-layers-16,NSD,subj08,V3v,,,,,,,0.07960208963315,0.1359574028572008
MODEL_B,language_model-layers-16,NSD,subj01,hV4,,,,,,,0.1497840885470513,0.1914680334934709
MODEL_B,language_model-layers-16,NSD,subj02,hV4,,,,,,,0.134405007369524,0.2128509219429426
